x1,x2,y
1.09679464425225,0.2185290789216558,0.0
0.5992142877154891,-0.36062453394600186,1.0
0.43332838858379896,0.8302658903450675,0.0
1.1415972087411106,0.07393003845660592,0.0
-0.34316605856276094,0.8495898866680808,0.0
0.8999101885061398,-0.10833906888639627,1.0
0.9027630174017218,0.4627577659119996,0.0
-0.5100546492260829,0.7120286158518663,0.0
0.5327445386553775,0.9979706373164946,0.0
1.666727220719057,-0.38436638395855005,1.0
1.8652556043223554,0.1537697490235551,1.0
1.961457778799315,0.0934638274869754,1.0
-0.06805988948278185,1.0052982806596387,0.0
1.062297324931152,-0.4091552548270482,1.0
0.8842002861614594,0.9235870189041452,0.0
0.9309421734500221,0.689791200387143,0.0
1.0559635997805699,-0.7239275402911272,1.0
-0.7561251531359173,0.01886754566192722,0.0
0.24437808699458313,0.14931517309036113,1.0
1.5776929354382316,-0.2840309084326694,1.0
0.745446697802712,0.03684165137785303,0.0
-0.826009635789163,0.32797971334456266,0.0
0.40070900046816316,0.07388225900973847,1.0
-1.0126497430277035,0.3624052795841405,0.0
-0.9608700753479945,0.3530642627884811,0.0
1.1292639747391706,-0.37237437257535283,1.0
1.565512173585369,-0.14511206829027645,1.0
0.14660070149799645,-0.09052246651648266,1.0
1.1016045322075505,0.841576003209237,0.0
0.4038606537194532,-0.6085554479120502,1.0
0.8045596256948432,0.24222235995006214,0.0
0.01706524370508461,-0.07424750417941323,1.0
-1.2042722960670766,0.5284031478584666,0.0
-0.7815949211540306,0.03213266056272801,0.0
-0.4167417871526411,0.9207610174183496,0.0
-0.2811313595250431,0.17188226015636437,1.0
0.9947986745911634,0.4064106534851596,0.0
1.7368629585730373,-0.15504520829316165,1.0
2.087853926068346,0.13513063535432765,1.0
-1.1927093715759673,0.30684853646361104,0.0
0.4807059918269022,0.4438183983736894,1.0
1.9901891267352938,-0.0912940941203913,1.0
1.282725841461764,-0.6259913925364426,1.0
0.5927464325595724,0.9407370989478963,0.0
0.3208363514412663,-0.25746773462966777,1.0
0.40052050190818356,0.9722407719614597,0.0
2.1068538834459423,0.3966765839076474,1.0
0.384534079618309,-0.044155062938337944,1.0
-0.07015565285007641,0.34802151847445423,1.0
-0.05697615876916959,0.904049812013598,0.0
1.6102190451027303,-0.3726103475649882,1.0
-0.1289329219945954,1.126979238659801,0.0
-1.1346863903654327,0.3092886077427499,0.0
1.310206045368973,-0.19924137301237413,0.0
0.5530636975090019,-0.4848964576325777,1.0
1.7295418464521108,-0.12595347142573993,1.0
0.3470192138637336,1.3370428055197843,0.0
-1.1788199986005592,0.3705132488048257,0.0
-0.8926124794908545,0.6755731514079057,0.0
0.04659593563597281,0.35769871273134646,1.0
-0.8357207104544232,0.9953075238261747,0.0
-0.8089839707600995,0.6275791039403927,0.0
-0.5746147109693054,0.84724857566937,0.0
1.4717105687833358,-0.07363022970106242,1.0
0.2692329526884449,-0.21982225533409205,1.0
0.12475272939873944,0.9223351477654599,0.0
-0.7201793474851069,0.7081453579628096,0.0
-1.091319492064736,-0.03874366616542407,0.0
0.21753132133647124,1.187395811137053,0.0
-0.17464593953288643,1.2333104002211002,0.0
0.2852307461004797,1.0644278445641262,0.0
-0.28963496271868605,0.6627618923427845,0.0
1.8178772505200278,0.6151919494938979,1.0
0.035944268604627266,0.3317195010430626,1.0
0.009903572329438006,0.35741019193678725,1.0
-0.33980620517683147,0.9615729251352404,0.0
0.6508035769132398,0.35026403365888137,0.0
0.2146857369694191,0.16068750635481444,1.0
1.5158939811132106,-0.786168900936099,1.0
1.0496133364546776,0.47029717991806214,0.0
